,latitude,longitude
0,42.326988,-71.110632
1,41.283665,-72.960451
2,42.502902,-71.272671
3,43.0123,-71.4408
4,41.833799,-71.434755
5,42.065109,-71.054714
6,42.329521,-71.11084
7,42.270702,-71.171977
8,42.347444,-72.686019
9,41.702491,-72.734967
10,41.284505,-72.957551
11,44.279805,-69.701815
12,43.648498,-72.342911
13,42.366399,-71.059
14,47.268218,-68.59227
15,46.134289,-67.843494
16,45.054001,-69.882826
17,46.879240,-68.010621
18,44.803131,-68.759952
19,42.881324,-73.197145
20,,
21,44.462762,-73.218405
22,45.189342,-67.280114
23,43.974999,-71.12951
24,41.408815,-73.436193
25,42.586386,-71.804478
26,42.282982,-71.417435
27,42.625979,-70.680109
28,42.577188,-72.624378
29,42.774145,-71.079996
30,41.651829,-70.294084
31,41.349514,-72.103072
32,42.9149521,-72.2587535
33,44.0705520,-70.1896730
34,45.354900,-68.525800
35,44.299165,-71.768633
36,42.621041,-71.314635
37,42.470253,-70.959968
38,41.529836,-71.296270
39,41.636098,-70.929401
40,44.932056,-72.181292
41,42.451500,-73.251736
42,41.923293,-70.65666
43,43.6606433,-70.2480035
44,43.087398,-70.816069
45,42.272606,-71.030809
46,44.551716,-70.557421
47,43.607158,-72.984773
48,43.514900,-70.429500
49,43.242624,-70.898509
50,42.109866,-72.600073
51,41.062238,-73.541770
52,43.4472,-71.6196
53,41.553692,-73.037668
54,41.71508,-72.228628
55,41.929995,-73.075855
56,42.297203,-71.767824
57,43.0110,-71.3891
58,44.8065858,-68.7762882
59,44.4731,-71.1752
60,42.348372,-71.098096
61,42.055294,-71.066743
62,41.649848,-70.312653
63,46.844559,-68.047519
64,41.404983,-73.462863
65,41.664980,-72.640160
66,42.915372,-72.249395
67,44.075025,-70.175285
68,42.6446393,-71.3039383
69,43.072469,-71.454268
70,41.6441916,-70.8993251
71,41.262240,-73.005625
72,41.524635,-72.073405
73,43.674841,-70.294884
74,41.721381,-71.403793
75,43.455480,-70.789797
76,44.460255,-73.180318
77,42.107384,-72.598522
78,43.642784,-72.333126
79,42.250524,-71.769832
80,42.951843,-78.812706
81,42.651635,-73.776228
82,42.343603,-77.347137
83,42.901053,-77.270460
84,43.039311,-76.138228
85,43.010471,-78.200228
86,42.951263,-78.813542
87,43.0492421,-76.1640215
88,42.940891,-76.564864
89,42.300600,-75.472100
90,42.109221,-75.867988
91,,
92,42.231603,-73.878184
93,42.860048,-73.765140
94,41.800645,-77.973865
95,42.4839638,-79.3288930
96,42.090925,-76.798892
97,42.961411,-74.386527
98,43.306542,-73.652602
99,42.094332,-79.254410
100,41.937811,-74.017363
101,42.830904,-78.804836
102,43.13707,-78.692923
103,44.848774,-74.293538
104,44.935639,-74.907423
105,43.0948420,-79.0352870
106,42.081600,-78.427500
107,43.402584,-76.429696
108,44.6795150,-73.4522130
109,43.114800,-77.609131
110,43.213164,-75.418221
111,44.330205,-74.133069
112,42.823434,-73.909843
113,42.503666,-78.683155
114,42.47239,-76.396791
115,42.732576,-73.690262
116,43.968497,-75.877822
117,41.741206,-77.270130
118,42.147334,-77.973700
119,44.209868,-73.514233
120,42.720441,-73.808686
121,42.100509,-75.910410
122,42.901703,-78.871748
123,43.106516,-77.576465
124,43.049316,-76.141649
125,43.976572,-75.912127
126,41.238024,-73.931274
127,40.752661,-74.236115
128,40.736317,-73.977115
129,40.608155,-74.031582
130,41.540074,-73.959883
131,40.753644,-74.234130
132,41.238024,-73.931274
133,40.868823,-73.903038
134,40.685200,-74.547500
135,40.736180,-73.976485
136,40.899448,-73.306281
137,40.692572,-73.767919
138,40.723691,-73.244607
139,41.4143830,-73.6703580
140,40.697340,-73.985422
141,40.726055,-73.552866
142,41.980639,-73.660120
143,40.658868,-74.198152
144,41.3953730,-74.3396950
145,40.895801,-74.052171
146,40.238932,-74.698326
147,40.807257,-73.943881
148,40.073220,-74.127817
149,40.719599,-74.043706
150,41.660307,-74.695264
151,40.831329,-74.507311
152,41.157550,-73.984770
153,40.7682600,-72.9970840
154,40.897590,-74.158982
155,40.552812,-74.476689
156,41.376689,-74.690921
157,41.679451,-73.855612
158,40.914447,-72.663748
159,40.6273260,-74.1946700
160,40.743780,-73.917733
161,40.3097,-74.0391
162,40.664497,-73.708467
163,41.032354,-73.762413
164,40.9329167,-73.8968983
165,40.695831,-73.325217
166,40.793702,-74.197826
167,40.862745,-73.899831
168,40.697399,-73.986502
169,40.802790,-73.936262
170,41.380946,-74.541534
171,40.706008,-74.012901
172,41.439747,-74.367190
173,40.745097,-73.499504
174,40.685840,-73.864946
175,40.787274,-74.074706
176,40.645778,-74.078127
177,40.255105,-74.792122
178,41.034185,-73.767799
179,40.446498,-79.960084
180,40.488617,-78.398365
181,39.999179,-75.799311
182,42.102947,-80.064313
183,40.317228,-76.397333
184,39.949615,-75.201460
185,40.873800,-79.945000
186,40.497056,-79.890947
187,40.446498,-79.960084
188,41.248057,-75.840151
189,39.738676,-75.607143
190,39.9413989,-75.1189349
191,39.954892,-75.146439
192,40.580550,-75.520375
193,40.814398,-79.545353
194,41.888349,-80.804704
195,39.368749,-74.560425
196,40.679734,-80.310608
197,40.076758,-80.917392
198,40.240801,-76.934558
199,38.946865,-74.888395
200,41.132265,-79.402864
201,41.054044,-76.238091
202,40.683181,-80.111677
203,41.621174,-80.210371
204,39.446888,-75.048812
205,41.124889,-78.728041
206,39.925733,-79.727531
207,40.010516,-74.617998
208,40.391326,-77.913291
209,40.616429,-79.173399
210,40.305855,-78.826938
211,39.138750,-75.526604
212,40.052384,-76.251581
213,40.983681,-80.309088
214,41.956723,-78.647456
215,41.237267,-80.463300
216,40.873904,-75.228463
217,40.695591,-76.185200
218,40.778410,-76.227053
219,40.338106,-75.925793
220,39.304835,-80.354589
221,41.987700,-76.546100
222,40.187680,-75.564407
223,39.922359,-75.348471
224,40.825437,-77.807292
225,38.6799101,-75.3960617
226,41.204350,-75.436966
227,39.4882130,-74.9935850
228,41.400726,-79.811393
229,39.778578,-75.102551
230,40.202654,-75.176002
231,41.905867,-79.151140
232,40.157630,-80.276449
233,41.575349,-75.268256
234,40.297829,-79.508686
235,41.259839,-76.981577
236,39.972438,-76.682805
237,40.094905,-74.859182
238,41.125600,-78.754600
239,42.124551,-80.082543
240,40.270554,-76.893152
241,40.050587,-76.247999
242,40.3374280,-79.8086884
243,40.1281372,-75.3223046
244,39.606190,-79.948560
245,39.9531759,-75.1531584
246,40.035163,-75.119259
247,40.4272250,-80.0570070
248,41.395827,-75.669096
249,38.696267,-75.399671
250,39.337096,-74.484755
251,40.042074,-80.685799
252,41.242898,-77.001051
253,39.754449,-75.623295
254,39.289405,-76.623864
255,39.289785,-76.624281
256,39.269200,-80.363100
257,39.336506,-76.597778
258,39.413700,-77.916135
259,39.551923,-76.066749
260,38.931022,-77.010443
261,39.29018,-76.618448
262,38.665500,-80.706600
263,38.551648,-76.056010
264,38.829366,-76.993826
265,38.925937,-76.983623
266,39.653600,-78.758769
267,38.70971,-77.146988
268,39.439167,-77.420665
269,39.206000,-76.444900
270,39.096973,-76.726124
271,38.643400,-79.330717
272,39.131800,-76.638400
273,39.636186,-77.696546
274,38.432798,-78.900971
275,39.336506,-76.597778
276,39.627900,-79.985661
277,38.994872,-79.118066
278,38.076136,-75.569479
279,38.474241,-76.775740
280,38.808748,-76.899619
281,39.1192160,-78.2007256
282,39.097091,-79.683849
283,39.281946,-81.550228
284,39.3999050,-76.6098470
285,39.5108625,-76.1678890
286,38.768625,-77.116933
287,38.9600654,-76.5103119
288,39.273091,-76.502663
289,39.385947,-76.735192
290,39.605735,-75.787440
291,39.448442,-77.979858
292,38.780897,-76.890482
293,38.345193,-75.580757
294,39.014943,-77.057304
295,38.940617,-77.029267
296,35.587611,-82.488587
297,37.767516,-81.190922
298,36.009810,-78.937394
299,35.089360,-78.878109
300,37.018640,-76.330820
301,37.498552,-77.470078
302,37.276047,-80.024314
303,35.683484,-80.486366
304,35.90217,-78.781025
305,35.90217,-78.781025
306,34.017953,-78.284453
307,35.042741,-78.918024
308,35.027147,-79.051605
309,35.7276,-81.285804
310,36.2986471,-76.2613423
311,35.28127,-80.731709
312,38.020523,-78.441415
313,36.787498,-76.25605
314,36.6109896,-79.4057685
315,36.0308190,-78.9351210
316,36.689826,-77.52635
317,35.175668,-83.374287
318,38.311119,-77.477932
319,35.403606,-77.953992
320,37.863787,-80.398720
321,34.885776,-79.702228
322,36.030819,-78.935119
323,34.795348,-77.413012
324,37.401586,-79.188650
325,34.739084,-76.809219
326,35.7764571,-78.5832496
327,35.741577,-78.639531
328,34.6475155,-79.1704569
329,,
330,38.135791,-79.087518
331,37.125964,-81.489919
332,36.845864,-76.165105
333,34.276184,-77.912297
334,36.058211,-80.303420
335,36.9746728,-81.0079268
336,37.780563,-81.169391
337,35.3220728,-80.7745322
338,35.116244,-78.879756
339,36.0732,-79.845641
340,35.59852,-77.401171
341,34.779255,-77.415067
342,36.864391,-76.279214
343,37.369267,-81.095326
344,35.899566,-78.788711
345,37.579836,-77.495233
346,37.263032,-79.947121
347,36.8313160,-76.1313220
348,35.617363,-77.398878
349,33.802145,-84.310303
350,33.505021,-86.801317
351,32.539216,-82.941971
352,32.443771,-85.711266
353,32.378389,-86.246213
354,33.468313,-82.025443
355,32.785131,-79.953457
356,33.192487,-87.489242
357,33.977229,-80.959539
358,34.025700,-83.318600
359,31.2529036,-85.4153744
360,31.848910,-81.589000
361,34.2227004,-85.1529997
362,32.4045713,-87.0569996
363,33.589453,-85.057900
364,32.790799,-80.048945
365,33.520699,-81.721467
366,31.576686,-84.159813
367,34.535154,-82.630579
368,33.613800,-85.827700
369,33.782123,-84.278397
370,33.853818,-84.613674
371,32.389420,-80.682387
372,33.374888,-86.989975
373,34.880009,-83.955811
374,31.249593,-81.478802
375,33.2794733,-86.3562645
376,32.470302,-84.974007
377,31.212251,-85.363650
378,,
379,34.220190,-79.798330
380,33.709824,-84.428325
381,,
382,33.963430,-86.031924
383,32.964179,-79.965313
384,34.814937,-82.416196
385,34.361420,-86.298054
386,,
387,33.852231,-84.259557
388,34.725647,-86.621459
389,33.841259,-87.236749
390,33.967380,-84.010591
391,32.833701,-83.737307
392,33.080143,-83.232099
393,33.672600,-78.933800
394,33.40148,-84.710783
395,34.206936,-83.892032
396,33.522567,-80.855633
397,32.4840610,-83.6182370
398,34.977271,-81.024710
399,32.001386,-81.136378
400,34.751925,-87.680773
401,34.991879,-81.943927
402,32.440941,-81.765006
403,33.512071,-84.225262
404,33.929071,-80.350549
405,31.501341,-87.326146
406,31.3492420,-85.7050300
407,33.793066,-84.368281
408,,
409,33.505549,-86.814107
410,32.896743,-80.016246
411,34.007478,-81.029178
412,34.852549,-82.389135
413,34.689400,-86.602700
414,33.969694,-84.030582
415,32.841770,-83.628012
416,33.9502108,-84.5238451
417,32.381911,-86.230725
418,32.466023,-84.986955
419,33.708743,-78.882513
420,32.0041820,-81.1078270
421,29.6356950,-82.3461770
422,18.390498,-66.079277
423,27.813716,-82.777236
424,28.064523,-82.428045
425,28.071030,-82.357986
426,30.181935,-82.635727
427,29.638952,-82.343370
428,25.790782,-80.216578
429,28.365446,-81.274924
430,26.785269,-80.112219
431,30.344911,-81.662763
432,28.579242,-81.323254
433,26.68378,-81.916892
434,18.237114,-67.159403
435,28.300397,-82.669958
436,17.987928,-66.60367
437,30.2551290,-81.5879650
438,30.4565160,-84.2403058
439,28.980318,-82.005170
440,18.267592,-66.702113
441,28.255333,-80.738195
442,29.206004,-81.062049
443,27.310449,-80.401812
444,18.457119,-66.747179
445,26.358703,-80.104682
446,27.493948,-82.492198
447,28.533638,-82.482692
448,,
449,,
450,,
451,28.553173,-81.725235
452,18.07937,-66.36148
453,28.5846,-81.305026
454,26.304117,-80.131861
455,26.437722,-80.118742
456,27.429251,-80.350302
457,17.978108,-66.119979
458,25.773224,-80.219426
459,25.773224,-80.219426
460,26.002894,-80.180737
461,25.479316,-80.477593
462,25.163730,-80.380697
463,24.568532,-81.751860
464,28.313057,-81.408499
465,27.9881012,-81.9964540
466,28.905553,-82.480291
467,28.81,-81.88
468,30.747500,-85.181800
469,26.161953,-81.774249
470,29.186398,-82.152898
471,27.256156,-80.830332
472,28.9139315,-81.3021358
473,29.654195,-81.672363
474,28.0923450,-82.7381890
475,26.031504,-80.235587
476,30.127869,-83.576125
477,26.969374,-82.082316
478,29.862251,-81.325842
479,17.728124,-64.761607
480,18.340663,-64.917961 
481,27.298617,-82.456726
482,27.465424,-81.435101
483,27.310449,-80.401812
484,30.781100,-81.616200
485,18.333767,-64.781818
486,27.780559 ,-82.646818 
487,27.164400,-80.243000
488,30.868452,-83.289918
489,27.632593,-80.380708
490,18.147462,-65.444881
491,31.231823,-82.341851
492,26.193533,-80.282561
493,28.258295,-82.182713
494,18.471200,-66.723300
495,28.0371769,-82.7381157
496,28.546564,-81.727483
497,29.234663,-81.047269
498,26.131919,-80.141010
499,26.603524,-81.854655
500,29.654166,-82.422234
501,30.332022,-81.652263
502,26.9321730,-80.1267590
503,25.163730,-80.380697
504,,
505,28.121803,-80.655325
506,25.798287,-80.332091
507,26.16184,-81.772091
508,29.159920,-82.163586
509,28.4801970,-81.3109090
510,26.628272,-80.076969
511,28.258441,-82.18222
512,26.267631,-80.260881
513,18.378506,-66.094272
514,27.813609,-82.778054
515,18.392700,-66.087700
516,27.283965,-82.513913
517,17.719300,-64.833600
518,27.789998,-82.733113
519,18.3325504,-64.9202457
520,30.467687,-84.272986
521,28.025503,-82.50185
522,38.417242,-82.442654
523,38.029411,-84.506248
524,36.141841,-86.804872
525,38.384175,-82.516579
526,38.029411,-84.506248
527,38.076951,-84.540931
528,35.142717,-90.026466
529,36.310500,-82.373300
530,38.269967,-85.693680
531,35.910882,-86.383621
532,36.142337,-86.804621
533,36.629257,-82.149065
534,36.156888,-86.802979
535,35.009908,-85.211812
536,36.1449127,-85.5231060
537,38.836609,-82.152096
538,36.8641287,-87.4886068
539,37.796949,-82.285356
540,35.6626437,-85.7858443
541,36.156888,-86.802979
542,,
543,36.967541,-86.428584
544,38.306073,-81.563418
545,,
546,36.5199230,-87.3045860
547,35.220591,-89.909939
548,36.483210,-87.824064
549,36.0463505,-89.3796329
550,,
551,34.521515,-90.617638
552,34.767597,-89.448689
553,35.653079,-88.834752
554,35.8188135,-90.7304912
555,,
556,35.9237740,-84.0475620
557,36.352333,-84.157796
558,,
559,35.628149,-87.027938
560,36.166830,-86.807109
561,35.035446,-90.028914
562,36.215913,-83.282685
563,36.934671,-82.627476
564,37.727695,-82.770407
565,36.4008625,-83.0137426
566,35.2133400,-88.2386900
567,35.8534957,-83.5380032
568,35.360200,-86.213700
569,34.298300,-88.703825
570,37.598355,-84.322769
571,37.253983,-83.200750
572,38.142455,-83.336792
573,37.082229,-84.62665
574,38.663000,-85.140275
575,38.233283,-85.630662
576,37.9041761,-85.9402768
577,37.493311,-86.239906
578,38.332917,-85.817778
579,38.196854,-85.681218
580,38.706581,-85.789189
581,38.194024,-85.806986
582,37.219822,-82.102005
583,38.361940,-81.649235
584,35.010790,-85.214203
585,38.391529,-82.401054
586,36.312626,-82.38284
587,35.991548,-83.890254
588,38.065531,-84.524484
589,37.901965 ,-81.987676
590,38.230743,-85.759207
591,35.1361500,-90.0150380
592,36.094022,-86.678438
593,39.281946,-81.550228
594,39.979917,-82.912759
595,39.383098,-83.010934
596,39.137929,-84.509344
597,39.749220,-84.253270
598,41.512699,-81.613377
599,40.793338,-81.376732
600,41.126733,-80.664176
601,41.029142,-81.528897
602,39.331100,-82.120839
603,39.100193,-84.485162
604,40.004785,-81.576108
605,39.11185,-84.304610
606,40.709300,-80.545700
607,38.993367,-84.640391
608,38.863303,-83.886269
609,39.880716,-83.054720
610,39.379488,-84.549998
611,39.731893,-82.617712
612,39.127853,-84.840939
613,40.731918,-84.081595
614,41.458700,-82.170400
615,40.731339,-82.551519
616,39.423821,-81.436006
617,40.567570,-83.121612
618,41.479682,-81.715684
619,39.50891,-84.316225
620,40.505501,-81.457147
621,40.041404,-82.468242
622,41.725121,-81.248381
623,41.417903,-81.745363
624,38.733900,-82.994900
625,41.174475,-81.245406
626,39.841466,-84.887738
627,41.419403,-82.689814
628,39.915354,-83.770200
629,41.245701,-80.834562
630,39.445124,-83.83667
631,39.9735484,-82.0116821
632,39.103102,-84.528768
633,41.417008,-81.537306
634,39.972492,-83.003831
635,39.747213,-84.197506
636,41.4799090,-81.7157000
637,41.407166,-81.741623
638,40.797304,-81.375089
639,41.089977,-85.107979
640,43.443809,-83.961045
641,42.345081,-85.292702
642,42.355021,-83.060090
643,39.779551,-86.186952
644,42.287606,-83.715742
645,40.131658,-87.592239
646,40.523619,-85.637036
647,41.089893,-85.109644
648,43.799124,-83.046990
649,42.1157071,-86.4567635
650,39.161931,-86.555689
651,40.782475,-89.68121
652,44.277969,-85.406665
653,45.760407,-84.731063
654,43.811461,-84.748489
655,45.060600,-83.431300
656,39.892292,-88.915874
657,42.992106,-83.773303
658,45.019323,-84.677792
659,41.608443,-85.879651
660,44.709417,-84.710123
661,39.8247220,-86.2809564
662,42.2352936,-84.3360737
663,42.710800,-84.553163
664,39.424493,-86.405814
665,39.4783148,-88.3765515
666,40.1863738,-85.4166188
667,43.163525,-86.235727
668,44.4516572,-83.3519718
669,40.76817,-86.078398
670,42.614521,-83.272476
671,43.467677,-83.965692
672,41.67231,-86.253943
673,39.7155102,-89.6396060
674,39.424590,-87.417749
675,41.617455,-83.60051
676,44.732922,-85.617611
677,40.471886,-86.885184
678,42.857519,-85.713579
679,43.114687,-82.790917
680,42.303812,-83.263342
681,42.35034,-83.063573
682,41.0314680,-85.1433156
683,42.926102,-85.608880
684,39.90682,-86.199539
685,42.610073,-82.952875
686,40.7879636,-89.6311801
687,,
688,43.446189,-83.964901
689,39.788951,-89.644055
690,41.610483,-83.625564
691,44.740538,-85.643742
692,42.305390,-87.859356
693,43.019659,-87.976280
694,41.858200,-87.835700
695,41.869798,-87.67641
696,45.811344,-88.061043
697,44.001208,-90.496586
698,43.073998,-89.428907
699,42.300660,-87.851105
700,42.309755,-87.850601
701,41.445773,-87.340532
702,44.281839,-88.455093
703,41.753331,-87.643971
704,41.7999280,-88.3242910
705,43.459976,-89.767347
706,43.47979,-88.811478
707,41.504270,-87.639067
708,44.946232 ,-90.547507
709,43.921100,-87.729100
710,42.045772,-88.276773
711,42.041084,-87.700206
712,42.312865,-87.839624
713,42.291308,-89.671079
714,44.522191,-87.940930
715,47.130971,-88.591487
716,46.463316,-90.183737
717,42.72226,-88.994419
718,41.535182,-88.052073
719,41.163099,-87.879403
720,42.555363,-87.834357
721,41.893733,-87.622361
722,41.365881,-89.105934
723,45.947016,-86.233526
724,46.556822,-87.416014
725,42.323057,-88.268614
726,45.107977,-87.616671
727,41.707356,-87.739444
728,42.3128868,-87.8396251
729,45.646100,-89.400400
730,43.795251,-91.217164
731,42.278107,-88.998395
732,46.4984,-84.34949
733,42.698488,-88.080153
734,42.297001,-87.867496
735,44.958852,-89.675834
736,44.388028,-89.818183
737,,
738,43.073998,-89.428907
739,43.059191,-89.467269
740,43.7953310,-91.2192150
741,41.51278,-87.647382
742,41.753545,-87.643859
743,41.7443030,-88.2280789
744,45.745886,-87.099247
745,42.019535,-87.699882
746,41.449304,-87.335514
747,44.5003550,-88.0395290
748,43.821433,-91.249171
749,43.113879,-89.362995
750,43.161667,-88.004322
751,41.885913,-87.794465
752,41.6010520,-87.8296500
753,42.2904339,-88.9781695
754,41.626517,-86.234776
755,44.957115,-89.664297
756,38.494037,-90.283486
757,38.937462,-92.327533
758,36.772300,-90.418400
759,39.0672433,-94.5277165
760,37.729789,-88.956925
761,37.681213,-97.274674
762,39.02743,-95.724933
763,39.276428,-94.899555
764,38.491313,-90.283128
765,38.641593,-90.229960
766,37.986064,-87.477992
767,38.9396127,-94.7023558
768,39.350576,-94.762468
769,38.554077,-90.040313
770,38.812420,-94.499703
771,39.735346,-94.250908
772,37.300802,-89.571035
773,37.7269587,-89.1965620
774,37.675227,-95.471067
775,37.778900,-99.997441
776,39.142158,-88.554269
777,38.412319,-96.194067
778,39.340308,-94.263085
779,37.7721924,-90.4440408
780,37.766376,-92.116310
781,37.830354,-94.713761
782,38.280681,-95.249459
783,37.415345,-87.464444
784,37.7285231,-88.5355840
785,38.868694,-99.329406
786,39.046336,-94.451158
787,38.634640,-90.213664
788,38.086001,-97.894942
789,38.572096,-92.223688
790,39.016100,-96.864600
791,40.185977,-92.571710
792,38.009644,-92.743385
793,38.964420,-95.261823
794,37.038780,-100.922282
795,38.565500,-94.863600
796,37.344687,-92.927102
797,36.725945,-88.629359
798,39.136971,-91.892886
799,39.064151,-94.526565
800,38.3072678,-88.9384383
801,39.837883,-96.078247
802,37.843000,-94.346900
803,37.7376757,-87.0916782
804,37.069138,-88.686162
805,36.039181,-90.511749
806,37.365595,-95.260579
807,37.635846,-91.536234
808,38.839800,-97.588618
809,38.703997,-93.271418
810,36.86868,-89.585347
811,38.72071,-90.697487
812,38.003431,-91.617959
813,39.793794,-94.811719
814,38.796116,-90.233831
815,38.625440,-90.267881
816,38.635872,-90.216849
817,38.658971,-87.531316
818,38.780849,-93.705264
819,38.539553,-90.993155
820,36.7424,-91.8702
821,39.103342,-94.639921
822,38.6976010,-90.4060940
823,38.991325,-92.323874
824,38.596119,-90.053582
825,37.986670,-87.474741
826,39.039007,-94.587421
827,39.063509,-94.581987
828,39.178106,-96.561625
829,38.634581,-90.220320
830,37.688872,-97.339703
831,37.743917,-88.995628
832,31.25,-92.48
833,34.773349,-92.291204
834,34.745082,-92.321860
835,32.326930,-90.171025
836,30.408231,-88.947051
837,29.70535,-95.386219
838,32.500126,-93.724306
839,29.953780,-90.079519
840,36.077360,-94.156916
841,29.6965850,-95.4006020
842,29.777172,-95.735906
843,30.404050,-91.100518
844,30.077700,-94.139100
845,30.7878018,-89.8603078
846,36.664744,-93.253341
847,32.492977,-93.753718
848,31.3532875,-94.7649655
849,33.493163,-88.365753
850,30.282570,-95.471884
851,,
852,30.460600,-86.574600
853,33.219900,-92.638900
854,36.104303,-95.871248
855,,
856,29.8059542,-91.4989514
857,35.372353,-94.417705
858,29.2910336,-94.8080279
859,37.111548,-93.818774
860,33.376957,-91.029870
861,30.488890,-90.482480
862,36.242100,-93.099100
863,31.327465,-89.368688
864,34.489270,-93.036983
865,29.598661,-90.730689
866,35.770757,-95.336443
867,36.4149986,-94.8116339
868,30.238356,-92.661496
869,30.400355,-87.292853
870,32.481865,-93.705237
871,33.059481,-89.594870
872,30.213982,-92.008757
873,29.031858,-95.453682
874,32.503387,-94.724059
875,31.2496860,-90.4680800
876,34.643376,-94.198322
877,32.369716,-88.699519
878,30.692567,-88.072231
879,32.529708,-92.098734
880,36.341969,-92.391678
881,31.565031,-91.351521
882,,
883,29.9535915,-90.0792993
884,35.4899690,-93.8546977
885,30.1766979,-85.7596447
886,34.1924489,-92.0575648
887,29.560019,-95.693922
888,35.2847511,-93.1652713
889,35.2350828,-91.7320876
890,30.3096154,-89.7759757
891,30.062700,-90.554200
892,33.469970,-94.033000
893,29.400243,-95.013622
894,30.092081,-95.628757
895,30.400585,-91.105994
896,30.204963,-85.646656
897,30.402398,-88.947013
898,36.081452,-94.156398
899,29.9889630,-95.4830910
900,29.734243,-95.422829
901,29.779787,-95.456897
902,32.332847,-90.144196
903,30.085659,-94.128349
904,34.6052115,-98.4034670
905,34.756243,-92.269134
906,30.672186,-88.099394
907,30.0064813,-90.2370897
908,30.446826,-86.577676
909,35.519319,-97.528966
910,30.4093130,-87.2804540
911,31.295295,-92.505338
912,32.484638,-93.724372
913,37.1481400,-93.2958877
914,36.142109,-95.940531
915,35.203169,-101.905333
916,31.077843,-97.349120
917,31.821810,-106.461590
918,29.508252,-98.580819
919,32.694882,-96.789985
920,26.168825,-97.667552
921,32.231915,-101.471326
922,32.693631,-96.792586
923,31.513097,-97.163213
924,30.013686,-99.116354
925,33.581668,-96.167161
926,26.1719090,-97.6664320
